"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
127,"NCT00302159","Valproic Acid With Temozolomide and Radiation Therapy to Treat Brain Tumors","Completed","Has Results","High Grade Gliomas|Brain Tumors","Procedure: adjuvant therapy|Drug: Temozolomide|Drug: Valproic Acid|Radiation: Radiation therapy","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years to 90 Years   (Adult, Senior)","Phase 2","43","NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","060112|06-C-0112","March 11, 2006","March 2006","November 2014","July 19, 2016","July 2016","May 22, 2014","null","June 2013","Median Progression Free Survival.|Percentage of Participants With Progression Free Survival at 6, 12, and 24 Months|Number of Participants With Best Response|Median Overall Survival|Percentage of Participants With Overall Survival at 6, 12, and 24 Months|Number of Participants With Adverse Events","https://ClinicalTrials.gov/show/NCT00302159"
128,"NCT00705198","Temozolomide All-Case-Registered Surveillance (Designated Drug Use Investigation)(Study P05062)","Completed","No Results Available","Glioma|Astrocytoma","Drug: Temozolomide (for newly diagnosed malignant glioma)|Drug: Temozolomide (for relapsed malignant glioma)|Radiation: Radiotherapy (for patients with newly diagnosed malignant glioma)","Merck Sharp & Dohme Corp.","All","Child, Adult, Senior","","1804","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","P05062","June 23, 2008","September 2006","July 2016","November 11, 2016","November 2016","No Study Results Posted","null","July 2016","Safety: observation of hematology, biochemistry, and adverse events (AEs); evaluation of details of occurrence of AEs and unexpected serious AEs, and evaluation of presence or absence of secondary malignancies and causal relationship with temozolomide.|Efficacy in patients registered during Period 1, evaluated as Remarkably Effective, Moderately Effective, Stable Disease, Progression, or Not Evaluable, considering tumor responses, progression free survival, overall survival, among other factors.|Efficacy in all newly diagnosed anaplastic astrocytoma patients:, evaluated as 5 year survival rate and overall survival.","https://ClinicalTrials.gov/show/NCT00705198"
129,"NCT01149109","Efficacy and Safety Study of Lomustine/Temozolomide Combination Therapy vs. Standard Therapy for Glioblastoma Patients","Active, not recruiting","No Results Available","Glioblastoma","Drug: Temozolomide and lomustine|Drug: Temozolomide","University Hospital, Bonn","All","18 Years to 70 Years   (Adult, Senior)","Phase 3","128","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","CeTeG|2009-011252-22","June 14, 2010","October 2010","December 2015","June 3, 2015","June 2015","No Study Results Posted","CeTeG","November 2015","overall survival|progression free survival|best response rate determined by MRI|frequency of delay of the next Lomustine/Temozolomide or Temozolomide course|acute toxicity during radiotherapy and chemotherapy according to CTC AE V3.0|quality of life|Evaluation of late neurotoxicity","https://ClinicalTrials.gov/show/NCT01149109"
130,"NCT01048554","Temozolomide Plus Bevacizumab in Patients With Metastatic Melanoma Involving the Central Nervous System","Completed","No Results Available","Melanoma","Drug: Temozolomide|Drug: Bevacizumab","Mt. Sinai Medical Center, Miami|Northern California Melanoma Center","All","18 Years to 90 Years   (Adult, Senior)","Phase 2","34","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","MEL0107","January 12, 2010","November 2009","September 2011","April 18, 2012","April 2012","No Study Results Posted","MEL0107","September 2011","Primary Outcome Measures: one-year survival rate|Secondary Outcome Measures: response rate and safety profile","https://ClinicalTrials.gov/show/NCT01048554"
131,"NCT00091572","Temozolomide Versus Dacarbazine in Stage IV Metastatic Melanoma (Study P03267)","Completed","Has Results","Melanoma","Drug: Temozolomide|Drug: Dacarbazine","Merck Sharp & Dohme Corp.|European Organisation for Research and Treatment of Cancer - EORTC","All","18 Years and older   (Adult, Senior)","Phase 3","859","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","P03267","September 10, 2004","October 2004","December 2007","April 28, 2015","April 2015","December 19, 2008","null","December 2007","Overall Survival|Progression Free Survival|Objective Response Rate in Subjects With Measurable Lesions|Duration of Objective Response","https://ClinicalTrials.gov/show/NCT00091572"
132,"NCT00527657","Temozolomide, Thalidomide, and Lomustine (TTL) in Melanoma Patients","Completed","No Results Available","Brain Neoplasms|Melanoma","Drug: Lomustine|Drug: Temozolomide|Drug: Thalidomide","M.D. Anderson Cancer Center|Celgene Corporation","All","18 Years and older   (Adult, Senior)","Phase 1","17","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2004-0595","September 10, 2007","February 2006","February 2012","May 29, 2013","May 2013","No Study Results Posted","null","February 2012","Maximum tolerated dose (MTD)|Objective (CR+PR) response rate at the MTD","https://ClinicalTrials.gov/show/NCT00527657"
133,"NCT00072163","Temozolomide and Thalidomide in Treating Patients With Brain Metastases Secondary to Melanoma","Completed","No Results Available","Recurrent Melanoma|Stage IV Melanoma|Tumors Metastatic to Brain","Drug: temozolomide|Drug: thalidomide","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","50","NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NCI-2012-02560|CALGB-500102|U10CA031946|CDR0000335518","November 4, 2003","October 2003","null","January 15, 2013","January 2013","No Study Results Posted","null","September 2006","Response rate (defined as complete or partial)|Time to first progression|Overall survival","https://ClinicalTrials.gov/show/NCT00072163"
134,"NCT01867619","Temozolomide, Thalidomide, and Lomustine (TTL) in Melanoma Patients","Withdrawn","No Results Available","Brain Neoplasms|Melanoma","Drug: Lomustine|Drug: Temozolomide|Drug: Thalidomide","M.D. Anderson Cancer Center|Celgene Corporation","All","18 Years and older   (Adult, Senior)","Phase 2","0","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2004-0595 Phase II","May 29, 2013","February 2006","null","May 29, 2013","May 2013","No Study Results Posted","null","February 2012","Objective (CR+PR) response rate","https://ClinicalTrials.gov/show/NCT01867619"
135,"NCT00268385","Vorinostat and Temozolomide in Treating Patients With Malignant Gliomas","Active, not recruiting","No Results Available","Adult Anaplastic Astrocytoma|Adult Anaplastic Oligodendroglioma|Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Adult Mixed Glioma|Recurrent Adult Brain Neoplasm","Other: Laboratory Biomarker Analysis|Other: Pharmacological Study|Drug: Temozolomide|Drug: Vorinostat","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","83","NIH","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","NCI-2009-00675|CDR0000450762|NABTC 04-03|NABTC04-03|NABTC-04-03|U01CA137443|U01CA062399","December 20, 2005","December 16, 2005","null","May 23, 2017","October 2016","No Study Results Posted","null","October 15, 2011","MTD of vorinostat with temozolomide defined as the dose at which less than one-third of patients experience dose-limiting toxicity based on the CTC severity grading (Part I)|Efficacy in terms of anti-tumor activity based on clinical, radiographic, and biologic assessments (Part II)|Plasma pharmacokinetic parameters of vorinostat","https://ClinicalTrials.gov/show/NCT00268385"
136,"NCT01209442","Hypofractionated Intensity-Modulated Radiation Therapy With Temozolomide and Bevacizumab for Glioblastoma Multiforme","Active, not recruiting","No Results Available","Glioblastoma Multiforme","Drug: Bevacizumab|Drug: Temozolomide|Radiation: RT (Radiation Therapy)","University of Colorado, Denver|Genentech, Inc.","All","18 Years and older   (Adult, Senior)","Phase 2","30","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","10-0274.cc|AVF4733s","September 23, 2010","August 2010","August 2017","January 3, 2017","January 2017","No Study Results Posted","null","August 2017","6-month progression-free survival|Overall survival, measured from the day of initial diagnosis (biopsy or surgery) to the time of death from any cause.","https://ClinicalTrials.gov/show/NCT01209442"
137,"NCT02039778","Stem Cell Radiotherapy and Temozolomide for Newly Diagnosed High-grade Glioma","Terminated","No Results Available","Glioblastoma|Malignant Glioma|Brain Tumors|Anaplastic Astrocytoma","Radiation: Stem Cell Radiotherapy (ScRT) and Temozolomide","Beth Israel Medical Center|St. Luke's-Roosevelt Hospital Center","All","18 Years to 70 Years   (Adult, Senior)","Phase 1|Phase 2","4","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","13-0151","January 16, 2014","December 2013","December 2015","January 6, 2017","August 2015","No Study Results Posted","STRONG","December 2015","Overall Survival|Progression-free Survival|Number of Participants with Adverse Events as a Measure of Safety and Tolerability|Neurocognition|Quality of Life","https://ClinicalTrials.gov/show/NCT02039778"
138,"NCT02530502","Radiation Therapy With Temozolomide and Pembrolizumab in Treating Patients With Newly Diagnosed Glioblastoma","Active, not recruiting","No Results Available","Adult Glioblastoma","Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab|Radiation: Radiation Therapy|Drug: Temozolomide","Northwestern University|Merck Sharp & Dohme Corp.|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","50","Other|Industry|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NU 15C01|NCI-2015-00736|STU00200883|P30CA060553","August 19, 2015","October 2015","null","October 31, 2016","October 2016","No Study Results Posted","null","March 2018","For phase I of the study, the dose-limiting toxicity of Radiation Therapy With Temozolomide and Pembrolizumab will be evaluated|For phase II of the study, PFS (Progression Free Survival) of Radiation Therapy With Temozolomide and Pembrolizumab will be measured|Toxicity of Pembrolizumab (Phase II)|Overall survival (OS) (Phase II)|OS-12 (Overall survival at 12 months)|OS-24 (Overall survival at 24 months)|OS-6 (Overall survival at 6 months)|Response rate (Phase II)|PFS6 (Progression Free Survival at 6 months) of Radiation Therapy With Temozolomide and Pembrolizumab will be measured","https://ClinicalTrials.gov/show/NCT02530502"
139,"NCT00424554","Low-dose Temozolomide for 2 Weeks on Brain Tumor Enzyme in Patients With Gliomas (P04602 AM1) (Completed)","Completed","Has Results","Glioma","Drug: temozolomide","Merck Sharp & Dohme Corp.","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","40","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","P04602","January 18, 2007","September 2006","February 2011","June 11, 2015","June 2015","June 3, 2011","null","January 2010","MethylGuanine-DNA MethylTransferase [MGMT] Activity Measured From the Tumor Tissue During Surgery|Safety: Number of Participants Who Experienced Grade 3 or 4 Toxicities|Tolerability: Number of Participants Discontinuing Treatment Due to Adverse Events (AE)|Concentrations of Temozolomide in the Serum, Cerebrospinal Fluid, and Brain Tumor|MGMT Activity in the Brain Tumor Tissues by Temozolomide Levels","https://ClinicalTrials.gov/show/NCT00424554"
140,"NCT02168270","Temozolomide and Ascorbic Acid in Treating Patients With Recurrent High-Grade Glioma","Terminated","No Results Available","Anaplastic Astrocytoma|Anaplastic Oligodendroglioma|Anaplastic Oligoastrocytoma|Glioblastoma|Gliosarcoma","Dietary Supplement: ascorbic acid|Drug: temozolomide|Other: quality-of-life assessment|Other: laboratory biomarker analysis","University of Nebraska|National Cancer Institute (NCI)","All","19 Years and older   (Adult, Senior)","Phase 1","3","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","735-13|NCI-2014-01061|P30CA036727","May 29, 2014","June 2014","null","December 3, 2015","December 2015","No Study Results Posted","null","December 2019","Maximum tolerated dose of ascorbic acid in combination with temozolomide, defined as the highest dose tested which results in dose limiting toxicity (DLT) in no more than one of six evaluable patients|Incidence rates of adverse events, graded according to the NCI Common Toxicity Criteria for Adverse Events version 4.0|Changes in serum levels of ascorbic acid (using HPLC with coulometric electrochemical detection)|Using radiologic measurements for tumor response|Progression-free survival (PFS)|Overall survival (OS)|Quality of life, assessed by the EORTC QLQ-C30","https://ClinicalTrials.gov/show/NCT02168270"
141,"NCT00904852","Safety Study of the Combination of Tandutinib With Temozolomide and Bevacizumab After Radiation and Temozolomide in Patients With Newly Diagnosed With Glioblastoma Multiforme","Withdrawn","No Results Available","Glioblastoma Multiforme","Drug: Tandutinib, bevacizumab, and temozolomide","Millennium Pharmaceuticals, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1","30","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","C03003","May 19, 2009","June 2009","June 2010","May 19, 2009","May 2009","No Study Results Posted","null","May 2010","Maximum tolerated dose of tandutinib, adverse events, serious adverse events and dose limiting toxicities, clinical laboratory values and vital sign measurements","https://ClinicalTrials.gov/show/NCT00904852"
142,"NCT00918320","Studies of Temozolomide in Combination With Topotecan in Refractory and Relapsed Paediatric Solid Tumours","Completed","No Results Available","Neuroblastoma|Brain Tumors|Solid Tumors","Drug: Temozolomide/Hycamtin (Topotecan)","Gustave Roussy, Cancer Campus, Grand Paris|St. Anna Kinderkrebsforschung|Catholic University of the Sacred Heart|Erasmus Medical Center","All","6 Months to 20 Years   (Child, Adult)","Phase 2","129","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CSET 2008/1378","June 8, 2009","June 2009","August 2015","January 25, 2016","January 2016","No Study Results Posted","TOTEM2","October 2013","Response rate|safety and adverse event profile of the combination safety and adverse event|time-to-event endpoints: duration of response, time to progressive disease, time to treatment failure and overall survival","https://ClinicalTrials.gov/show/NCT00918320"
143,"NCT00804908","A Study Evaluating Efficacy of ABT-888 in Combination With Temozolomide in Metastatic Melanoma","Completed","Has Results","Melanoma|Metastatic Melanoma|Skin Cancer","Drug: temozolomide|Drug: ABT-888|Other: Placebo","AbbVie (prior sponsor, Abbott)|AbbVie","All","18 Years and older   (Adult, Senior)","Phase 2","346","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Participant, Care Provider, Investigator, Outcomes Assessor|Primary Purpose: Treatment","M10-440|2008-004941-27","December 1, 2008","February 2009","January 2016","March 1, 2017","March 2017","December 6, 2016","null","January 2016","Progression-Free Survival (PFS): Time to Event|Overall Survival (OS): Time to Event|12-Month Overall Survival (OS) Rate|6-month Progression-Free Survival Rate|Objective Response Rate|Time to Disease Progression|Disease Control Rate|Time to Neurological/Brain Metastases Progression","https://ClinicalTrials.gov/show/NCT00804908"
144,"NCT01235793","The Addition of Temozolomide to Conditioning for Autologous Transplantation in Relapsed & Refractory CNS Lymphoma","Recruiting","No Results Available","B-Cell Lymphoma Originating in the CNS","Drug: Temozolomide","Cedars-Sinai Medical Center","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","Pro00019873","November 5, 2010","September 2010","December 2019","January 31, 2017","January 2017","No Study Results Posted","DRBEAT","December 2018","Efficacy of the DRBEAT Regimen|Safest dose of temozolomide for the DRBEAT Regimen","https://ClinicalTrials.gov/show/NCT01235793"
145,"NCT01009788","ABT-888 and Temozolomide for Metastatic Breast Cancer and BRCA1/2 Breast Cancer","Active, not recruiting","No Results Available","Breast Cancer|Metastatic Breast Cancer|BRCA1 Gene Mutation|brca2 Gene Mutation","Drug: ABT-888|Drug: temozolomide","Steven Isakoff, MD, PhD|Dana-Farber Cancer Institute|Beth Israel Deaconess Medical Center|Abbott|Massachusetts General Hospital","All","18 Years and older   (Adult, Senior)","Phase 2","64","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","09-261","November 5, 2009","November 2009","June 2019","April 13, 2017","April 2017","No Study Results Posted","null","June 2018","To determine the objective response rate (ORR) of ABT-888 and temozolomide (TMZ) in metastatic breast cancer.|To determine Safety and Efficacy in an Expansion Cohort of BRCA1/2 Mutation Carriers.|To further characterize the safety and tolerability of ABT-888 and TMZ in patients with metastatic breast cancer.|To evaluate progression free survival.|To evaluate the clinical benefit rate.","https://ClinicalTrials.gov/show/NCT01009788"
146,"NCT01113957","A Trial of ABT-888 in Combination With Temozolomide Versus Pegylated Liposomal Doxorubicin Alone in Ovarian Cancer","Completed","No Results Available","Ovarian Cancer","Drug: ABT-888|Drug: pegylated liposomal doxorubicin|Drug: temozolomide","AbbVie (prior sponsor, Abbott)|AbbVie","Female","18 Years and older   (Adult, Senior)","Phase 2","168","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","M10-757|2009-015082-31","February 26, 2010","March 2010","June 2013","June 25, 2014","June 2014","No Study Results Posted","null","June 2013","Objective response rate between the two treatment arms (ABT-888 + temozolomide versus the PLD) will be based on tumor measurements and CA-125 levels.|Evaluate progression free survival, time to progression, overall survival, 12-month survival rate, 6-month progression free survival rate, duration of response|Safety Assessments and tolerability (i.e. ECG, clinical laboratory tests, vital signs, AE assessments, physical exams, CT scans). See section 5 for detailed information.|Evaluate Quality of Life and performance status will be done through the use of FACT-O quality of fife questionnaire, EQ5D questionnaire and ECOG performance status.","https://ClinicalTrials.gov/show/NCT01113957"
147,"NCT00137774","Bevacizumab in Combination With Temozolomide in Patients With Neuroendocrine Tumors","Completed","No Results Available","Neuroendocrine Tumors","Drug: Bevacizumab|Drug: Temozolomide","Dana-Farber Cancer Institute|Massachusetts General Hospital|Beth Israel Deaconess Medical Center|Brigham and Women's Hospital|Genentech, Inc.|Schering-Plough","All","18 Years and older   (Adult, Senior)","Phase 2","34","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","04-272","August 26, 2005","November 2004","December 2012","April 7, 2013","April 2013","No Study Results Posted","null","July 2005","To assess the response to bevacizumab in combination with temozolomide in patients with metastatic neuroendocrine tumors|To assess the time to progression, progression free survival and safety of bevacizumab in combination with temozolomide in this patient population","https://ClinicalTrials.gov/show/NCT00137774"
148,"NCT00301067","Phase I/II Study of High-Dose Calcitriol Plus Temodar for Patients With Metastatic Melanoma","Active, not recruiting","No Results Available","Metastatic Melanoma","Dietary Supplement: calcitriol|Drug: temozolomide","Northwestern University|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","28","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NU 05M1|P30CA060553|NU-05M1|NU-0310-093|SPRI-NU-05M1","March 8, 2006","May 2005","May 2019","November 16, 2016","November 2016","No Study Results Posted","null","May 2018","Maximum tolerated dose of high-dose calcitriol|Assess toxicity|Tumor response and time to progression|The relationship between vitamin D-receptor gene polymorphisms and tumor response","https://ClinicalTrials.gov/show/NCT00301067"
149,"NCT03011671","Phase I Study of Safety and Tolerability of Acetazolamide With Temozolomide","Not yet recruiting","No Results Available","Malignant Glioma of Brain","Drug: Acetazolamide|Drug: Temozolomide","University of Chicago","All","18 Years and older   (Adult, Senior)","Phase 1","24","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","IRB16-0767","January 4, 2017","July 2017","March 2020","April 20, 2017","April 2017","No Study Results Posted","null","February 2020","Number of participants with adverse events|Measure objective response rate (ORR); change in tumor size|Time until progression free survival (PFS)|Time until overall survival (OS)|Analysis of formalin fixed paraffin embedded surgical specimens.","https://ClinicalTrials.gov/show/NCT03011671"
150,"NCT01987830","Bevacizumab w / Temozolomide PET & Vascular MRI For GBM","Recruiting","No Results Available","Recurrent Glioblastoma","Device: MRI-PET|Device: TMZ-PET","Massachusetts General Hospital|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","","17","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Basic Science","13-322","November 13, 2013","November 2013","September 2018","April 28, 2016","April 2016","No Study Results Posted","null","January 2017","To assess temozolomide delivery before and after bevacizumab in glioblastoma|To explore the link between flow, permeability, and tumor temozolomide retention.","https://ClinicalTrials.gov/show/NCT01987830"
151,"NCT01601535","Study of MLN8237 in Combination With Irinotecan and Temozolomide","Active, not recruiting","No Results Available","Neuroblastoma","Drug: MLN8237|Drug: Irinotecan|Drug: Temozolomide","New Approaches to Neuroblastoma Therapy Consortium","All","12 Months to 30 Years   (Child, Adult)","Phase 1|Phase 2","44","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","N2009-03","May 11, 2012","May 2012","December 2017","March 21, 2017","March 2017","No Study Results Posted","null","June 2017","Toxicity|Aurora A Expression|UGT1A1 genotype|AURKA genotype|Progression Free Survival","https://ClinicalTrials.gov/show/NCT01601535"
152,"NCT02934204","Temozolomide in Treatment of Patients With Primary Central Nervous System Lymphoma","Recruiting","No Results Available","Primary CNS Lymphoma","Drug: methotrexate|Drug: temozolomide","Guangdong General Hospital","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","51","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","GDREC2015431H(R1)","October 13, 2016","February 2016","February 2019","October 13, 2016","May 2016","No Study Results Posted","null","February 2019","event free survival|Chronic neurotoxicity|Overall survival|Completed response","https://ClinicalTrials.gov/show/NCT02934204"
153,"NCT00433381","Bevacizumab and Irinotecan or Temozolomide in Treating Patients With Recurrent or Refractory Glioblastoma Multiforme or Gliosarcoma","Completed","Has Results","Adult Glioblastoma|Adult Gliosarcoma|Recurrent Adult Brain Tumor","Drug: irinotecan hydrochloride|Biological: bevacizumab|Drug: temozolomide","National Cancer Institute (NCI)|American College of Radiology Imaging Network","All","18 Years and older   (Adult, Senior)","Phase 2","123","NIH|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","NCI-2009-00743|RTOG-0625|ACRIN-6677|CDR0000528259|RTOG 0625|U10CA021661","February 8, 2007","March 2007","February 2011","May 7, 2014","November 2012","March 14, 2013","null","January 2010","Six-month Progression-free Survival (PFS) for Bevacizumab and Irinotecan Hydrochloride Arm|Rate of Treatment Discontinuation Due to Treatment-related Medical Complications(Bevacizumab and Temozolomide Arm)|Six-month Progression-free Survival (Bevacizumab and Temozolomide Arm)|Best Objective Response Rate (Complete Response, Partial Response, Stable Disease, Progression) in Both Arms|Agreement Between Local Interpretation and Central Interpretation of the Standard MRI on the 6-month Progression-free Survival|Accuracy of Local Interpretation on the 6-month Progression-free Survival Using Central Review as the Reference Standard|Correlation of Degree of Cerebral Blood Volume (CBV) and Lactate (Lac) to N-acetylaspartate (NAA) (Lac/NAA) Ratio|Correlation of Degree of Cerebral Blood Volume (CBV) and Lactate (Lac) to Patient Response|Predictive Value of CBV and Lac/NAA in Assessing 6-month Progression-free Survival","https://ClinicalTrials.gov/show/NCT00433381"
154,"NCT00544817","Radiation Therapy and Temozolomide Followed by Temozolomide Plus Sorafenib for Glioblastoma Multiforme","Completed","Has Results","Glioblastoma Multiforme","Radiation: Radiation Therapy|Drug: Temozolomide|Drug: Sorafenib","SCRI Development Innovations, LLC|Bayer","All","18 Years and older   (Adult, Senior)","Phase 2","47","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","SCRI CNS 09","October 15, 2007","April 2007","August 2010","July 21, 2016","July 2016","November 15, 2012","null","June 2008","Progression-free Survival|Overall Survival|Objective Response","https://ClinicalTrials.gov/show/NCT00544817"
155,"NCT02337426","Dimethyl Fumarate, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme","Active, not recruiting","No Results Available","Adult Brain Glioblastoma|Adult Giant Cell Glioblastoma|Adult Gliosarcoma","Drug: Dimethyl Fumarate|Drug: Temozolomide|Radiation: Radiation Therapy","Virginia Commonwealth University|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","12","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","MCC-13-09950|NCI-2014-02619|HM20003022|P30CA016059","January 8, 2015","February 13, 2015","September 21, 2018","May 3, 2017","May 2017","No Study Results Posted","null","November 8, 2016","RP2D for DMF when combined with concurrent temozolomide and radiotherapy determined by the incidence of dose limiting toxicities (DLTs) graded according to National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTCAE) version 4.0|Incidence of adverse events graded according to NCI CTCAE version 4.0|Progression free survival (PFS)|Overall survival (OS)|Response rate assessed as per the Response Assessment in Neuro-oncology for magnetic resonance imaging scans or Macdonald criteria for computed tomography scans","https://ClinicalTrials.gov/show/NCT02337426"
156,"NCT00939991","Suberoylanilide Hydroxamic Acid (SAHA), Bevacizumab, Daily Temozolomide for Recurrent Malignant Gliomas","Completed","Has Results","Brain Tumor|Glioblastoma","Drug: Vorinostst/Bevacizumab/Temozolomide","Katy Peters|Genentech, Inc.|Merck Sharp & Dohme Corp.|Duke University","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","48","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","Pro00016446","July 14, 2009","October 2009","April 2013","May 3, 2013","May 2013","May 3, 2013","null","January 2012","Phase I: Determination of the Maximum Tolerated Dose (MTD)|Phase II: 6-month Progression-free Survival (PFS)|Phase II: Radiographic Response.|Phase II: Median Progression-free Survival (PFS)|Phase II: Median Overall Survival (OS)|Phase II: Number of Patients With Grade 2 or Greater, Treatment-related Toxicities","https://ClinicalTrials.gov/show/NCT00939991"
157,"NCT01824875","Temozolomide With or Without Capecitabine in Treating Patients With Advanced Pancreatic Neuroendocrine Tumors","Active, not recruiting","No Results Available","Gastrinoma|Glucagonoma|Insulinoma|Islet Cell Carcinoma|Pancreatic Polypeptide Tumor|Recurrent Islet Cell Carcinoma|Somatostatinoma","Drug: temozolomide|Drug: capecitabine|Other: laboratory biomarker analysis","Eastern Cooperative Oncology Group|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","145","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","E2211|NCI-2012-02007|U10CA021115|U10CA180820","April 2, 2013","May 2013","null","March 8, 2016","March 2016","No Study Results Posted","null","July 2017","PFS|RR defined by revised RECIST criteria version 1.1|Overall survival|Toxicity rates using the National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0","https://ClinicalTrials.gov/show/NCT01824875"
158,"NCT00660283","A Phase II Study of Gliadel, Concomitant Temozolomide and Radiation, Followed By Dose Dense Therapy With Temozolomide For Newly Diagnosed Malignant High Grade Glioma","Unknown status","No Results Available","Glioma","Drug: Temozolomide","Kentuckiana Cancer Institute|Eisai Inc.","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","20","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","KARE003|KARE 003","April 14, 2008","January 2009","December 2010","January 18, 2010","January 2010","No Study Results Posted","KARE003","December 2010","Safety and efficacy of concomitant limited field radiation therapy and temozolomide, followed by dose dense temozolomide in subjects undergoing initial surgery for newly-diagnosed high grade glioma.","https://ClinicalTrials.gov/show/NCT00660283"
